,project_source_id,Activity Type,Owner Type,Space Type,Project Size,Certification date,CBSA,USGBC Chapter,EPA Region,ASHRAE Climate Zone,Urban Rural Classification,Electric Utility Provider,address,building.URL
2569,10514160,LEED,Corporate,Office: Mixed Use,"184,142 sq ft",March 13 2012,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Palo Alto Utilities Dept.,"650 Page Mill Rd, Palo Alto, CA, USA",http://www.gbig.org/buildings/18616
2570,10514214,LEED,Investor,Office,"182,875 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Roseville Electric Dept.,"2990 Lava Ridge Ct, Roseville, CA, USA",http://www.gbig.org/buildings/33065
2571,10514140,LEED,Corporate,Office: Mixed Use,"111,653 sq ft",March 08 2012,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Palo Alto Utilities Dept.,"601 S California Ave, Palo Alto, CA, USA",http://www.gbig.org/buildings/17918
2572,10514787,LEED,Investor,Office,"248,526 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"950 W Maude Ave, Sunnyvale, CA, USA",http://www.gbig.org/buildings/44240
2573,10514817,LEED,Investor,Office,"198,217 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"3 Hutton Centre Dr, Santa Ana, CA, USA",http://www.gbig.org/buildings/33081
2574,10514937,LEED,Investor,Office,"68,157 sq ft",March 12 2010,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"1651 Exposition Blvd, Sacramento, CA, USA",http://www.gbig.org/buildings/5774
2575,10515425,LEED,Investor,Office,"81,900 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"620 Coolidge Dr, Folsom, CA, USA",http://www.gbig.org/buildings/18221
2576,10509910,LEED,Investor,Office,"323,174 sq ft",January 08 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"2700 Colorado Ave, Santa Monica, CA, USA",http://www.gbig.org/buildings/32364
2577,10509913,LEED,Investor,Office,"448,720 sq ft",January 28 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Burbank Public Service Dept.,"3800 W Alameda Ave, Burbank, CA, USA",http://www.gbig.org/buildings/13443
2578,10503852,LEED,Investor,Office,"92,915 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"5820 Canoga Ave, Woodland Hills, CA, USA",http://www.gbig.org/buildings/17519
2579,10507397,LEED,Investor,Office,"760,565 sq ft",June 25 2010,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"44 Montgomery St, San Francisco, CA, USA",http://www.gbig.org/buildings/14887
2580,10507420,LEED,Investor,Office,"562,370 sq ft",August 18 2010,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1 California St, San Francisco, CA, USA",http://www.gbig.org/buildings/37
2581,10507424,LEED,Investor,Office,"346,684 sq ft",November 09 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"2030 Main St, Irvine, CA, USA",http://www.gbig.org/buildings/29972
2582,10506416,LEED,Investor,Office,"559,829 sq ft",March 26 2013,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6120 Stoneridge Mall Rd, Pleasanton, CA, USA",http://www.gbig.org/buildings/40319
2583,10506423,LEED,Investor,Office,"223,467 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"24461 Ridge Route Dr, Laguna Hills, CA, USA",http://www.gbig.org/buildings/31635
2584,10506888,LEED,Investor,Office,"34,648 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"15315 Fairfield Ranch Rd, Chino Hills, CA, USA",http://www.gbig.org/buildings/5155
2585,10506904,LEED,Investor,Office,"34,648 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"15325 Fairfield Ranch Rd, Chino Hills, CA, USA",http://www.gbig.org/buildings/27356
2586,10506908,LEED,Investor,Office,"34,648 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"15335 Fairfield Ranch Rd, Chino Hills, CA, USA",http://www.gbig.org/buildings/5163
2587,10506920,LEED,Investor,Office,"34,648 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"15345 Fairfield Ranch Rd, Chino Hills, CA, USA",http://www.gbig.org/buildings/5169
2588,10505623,LEED,Local Government,Office,"660,580 sq ft",November 12 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"8000 South Figueroa Street, Los Angeles, CA, USA",http://www.gbig.org/buildings/573582
2589,10505626,LEED,Local Government,Office,"547,426 sq ft",December 28 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"1149 Broadway, Los Angeles, CA, USA",http://www.gbig.org/buildings/113608
2590,10505654,LEED,Investor,Office,"80,000 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"9815 Goethe Rd, Sacramento, CA, USA",http://www.gbig.org/buildings/44480
2591,10505657,LEED,Investor,Office,"127,085 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"100 Howe Ave, Sacramento, CA, USA",http://www.gbig.org/buildings/22881
2592,10505662,LEED,Investor,Office,"105,003 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2450 Venture Oaks Way, Sacramento, CA, USA",http://www.gbig.org/buildings/31660
2593,10502948,LEED,Investor,Office,"115,571 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"3655 Nobel Dr, San Diego, CA, USA",http://www.gbig.org/buildings/35354
2594,10505208,LEED,Investor,Office,"122,720 sq ft",October 11 2011,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2150 River Plaza Dr, Sacramento, CA, USA",http://www.gbig.org/buildings/8396
2595,10505222,LEED,Investor,Office,"66,285 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2151 River Plaza Dr, Sacramento, CA, USA",http://www.gbig.org/buildings/8404
2596,10505229,LEED,Investor,Office,"45,759 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2295 Gateway Oaks Dr, Sacramento, CA, USA",http://www.gbig.org/buildings/8987
2597,10505235,LEED,Investor,Office,"81,998 sq ft",June 01 2011,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2520 Venture Oaks Way, Sacramento, CA, USA",http://www.gbig.org/buildings/31965
2598,10499529,LEED,Investor,Office,"357,477 sq ft",August 18 2012,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"550 W C St, San Diego, CA, USA",http://www.gbig.org/buildings/17081
2599,10499589,LEED,Corporate,Lodging,"723,626 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"610 W Century Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/18068
2600,10501304,LEED,Investor,Office,"100,722 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"1900 Alameda De Las Pulgas, San Mateo, CA, USA",http://www.gbig.org/buildings/6880
2601,10501637,LEED,Investor,Office: Mixed Use,"710,596 sq ft",September 22 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"12100 Wilshire Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/25178
2602,10496475,LEED,Investor,Office,"220,327 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"800 Wilshire Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/20435
2603,10494188,LEED,Investor,Office,"253,627 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2710 Gateway Oaks Dr, Sacramento, CA, USA",http://www.gbig.org/buildings/32429
2604,10494213,LEED,Local Government,Office,"155,460 sq ft",December 09 2010,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2365 Iron Point Rd, Folsom, CA, USA",http://www.gbig.org/buildings/31390
2605,10494218,LEED,Local Government,Office,"600,818 sq ft",April 19 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Glendale Public Service Dept.,"655 Central Avenue, Glendale, CA, USA",http://www.gbig.org/buildings/115238
2606,10493623,LEED,Investor,Office,"285,882 sq ft",November 22 2011,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"2000 Alameda, San Mateo, CA, USA",http://www.gbig.org/buildings/89807
2607,10498428,LEED,Local Government,Office,"43,000 sq ft",October 09 2012,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1680 Mission St, San Francisco, CA, USA",http://www.gbig.org/buildings/28058
2608,10498045,LEED,Investor,Office,"199,531 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"2999 Oak Rd, Walnut Creek, CA, USA",http://www.gbig.org/buildings/10964
2609,10498047,LEED,Investor,Office,"338,737 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"1333 N California Blvd, Walnut Creek, CA, USA",http://www.gbig.org/buildings/3883
2610,10486391,LEED,Investor,Office: Mixed Use,"336,510 sq ft",August 03 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Glendale Public Service Dept.,"550 N Brand Blvd, Glendale, CA, USA",http://www.gbig.org/buildings/17071
2611,10486994,LEED,Non-profit,Service,"143,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"100 Aquarium Way, Long Beach, CA, USA",http://www.gbig.org/buildings/22813
2612,10483549,LEED,Investor,Office,"56,810 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2424 Arden Way, Sacramento, CA, USA",http://www.gbig.org/buildings/9460
2613,10482986,LEED,Investor,Office,"617,795 sq ft",January 29 2010,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1 Sansome St, San Francisco, CA, USA",http://www.gbig.org/buildings/322
2614,10490294,LEED,Local Government,Office,"246,551 sq ft",NA,"Stockton, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"400 E Main St, Stockton, CA, USA",http://www.gbig.org/buildings/13859
2615,10488595,LEED,Investor,Office,"353,989 sq ft",November 23 2010,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"475 Sansome St, San Francisco, CA, USA",http://www.gbig.org/buildings/37762
2616,10488736,LEED,Corporate,Office: Mixed Use,"110,000 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"905 Wineville Ave, Ontario, CA, USA",http://www.gbig.org/buildings/21607
